route_id,source_route_id,seq,lat,lon
OPT_01,,451,37.250112,-121.804179
OPT_01,,452,37.249712,-121.804172
OPT_01,,453,37.249312,-121.804165
OPT_01,,454,37.248911,-121.804158
OPT_01,,455,37.248511,-121.804151
OPT_01,,456,37.248111,-121.804144
OPT_01,,457,37.247711,-121.804137
OPT_01,,458,37.247311,-121.80413
OPT_01,,459,37.247125,-121.80413
OPT_01,,460,37.246938,-121.80413
OPT_01,,461,37.246752,-121.804131
OPT_01,,462,37.246565,-121.804131
OPT_01,,463,37.246379,-121.804131
OPT_01,,464,37.246192,-121.804131
OPT_01,,465,37.246006,-121.804132
OPT_01,,466,37.245819,-121.804132
OPT_01,,467,37.245633,-121.804132
OPT_01,,468,37.245071,-121.804126
OPT_01,,469,37.244509,-121.804121
OPT_01,,470,37.243946,-121.804115
OPT_01,,471,37.243384,-121.80411
OPT_01,,472,37.242822,-121.804104
OPT_01,,473,37.24226,-121.804099
OPT_01,,474,37.241697,-121.804093
OPT_01,,475,37.241135,-121.804088
OPT_01,,476,37.240573,-121.804082
OPT_01,,477,37.240159,-121.803953
OPT_01,,478,37.239745,-121.803824
OPT_01,,479,37.239331,-121.803694
OPT_01,,480,37.238917,-121.803565
OPT_01,,481,37.238503,-121.803436
OPT_01,,482,37.238089,-121.803307
OPT_01,,483,37.237675,-121.803177
OPT_01,,484,37.237261,-121.803048
OPT_01,,485,37.236847,-121.802919
OPT_01,,486,37.236841,-121.802142
OPT_01,,487,37.236835,-121.801365
OPT_01,,488,37.23683,-121.800589
OPT_01,,489,37.236824,-121.799812
OPT_01,,490,37.236818,-121.799035
OPT_01,,491,37.236812,-121.798258
OPT_01,,492,37.236807,-121.797482
OPT_01,,493,37.236801,-121.796705
OPT_01,,494,37.236795,-121.795928
OPT_01,,495,37.236738,-121.795211
OPT_01,,496,37.236682,-121.794495
OPT_01,,497,37.236625,-121.793778
OPT_01,,498,37.236568,-121.793062
OPT_01,,499,37.236512,-121.792345
OPT_01,,500,37.236455,-121.791629
OPT_01,,501,37.236398,-121.790912
OPT_01,,502,37.236342,-121.790196
OPT_01,,503,37.236285,-121.789479
